STITCH 1,STITCH 2,Polypharmacy Side Effect,Side Effect Name
CID000001302,CID000005496,C0020443,elevated cholesterol
CID000001302,CID000003793,C0023524,multifocal leukoencephalopathy
CID000001302,CID000004170,C0017152,gastric inflammation
CID000001302,CID000004171,C0497156,Adenopathy
CID000001302,CID000004173,C0497156,Adenopathy
CID000001302,CID000004178,C0013362,dysarthria
CID000001302,CID000004771,C0043096,loss of weight
CID000001302,CID000003826,C0004601,back injury
CID000001302,CID000003825,C0008325,cholecystitis
CID000001302,CID000003715,C0017152,gastric inflammation
CID000001302,CID000087177,C0008325,cholecystitis
CID000001302,CID000024011,C0043096,loss of weight
CID000001302,CID005481350,C0004144,atelectasis
CID000001302,CID005311027,C0043096,loss of weight
CID000001302,CID004183806,C0017152,gastric inflammation
CID000001302,CID000004856,C0011854,insulin dependent diabetes mellitus
CID000001302,CID003081884,C0042384,angiitis
CID000001302,CID000003339,C0008320,cholecystectomies
CID000001302,CID000003333,C0017152,gastric inflammation
CID000001302,CID000004547,C0043094,weight gain
CID000001302,CID000004542,C0040034,thrombocytopenia
CID000001302,CID000003902,C0017152,gastric inflammation
CID000001302,CID000002749,C0004604,Back Ache
CID000001302,CID000005512,C0497156,Adenopathy
CID000001302,CID000002978,C0043096,loss of weight
CID000001302,CID000003003,C0016663,Bone Fracture Spontaneous
CID000001302,CID000002576,C0004601,back injury
CID000001302,CID000093860,C0017152,gastric inflammation
CID000001302,CID000004666,C0231807,Dyspnea exertional
CID000001302,CID000005719,C0013604,edema
CID000001302,CID000003478,C0497156,Adenopathy
CID000001302,CID000060184,C0038454,apoplexy
CID000001302,CID000003385,C0043096,loss of weight
CID000001302,CID000002662,C0008325,cholecystitis
CID000001302,CID000002666,C0152128,drug withdrawal
CID000001302,CID000003121,C0017152,gastric inflammation
CID000001302,CID000002375,C0043096,loss of weight
CID000001302,CID000002435,C0038454,apoplexy
CID000001302,CID000005426,C0016663,Bone Fracture Spontaneous
CID000001302,CID000004599,C0017152,gastric inflammation
CID000001302,CID000004595,C0231807,Dyspnea exertional
CID000001302,CID005353980,C0017152,gastric inflammation
CID000001302,CID000004927,C0017152,gastric inflammation
CID000001302,CID000005672,C0038454,apoplexy
CID000001302,CID000005078,C0017152,gastric inflammation
CID000001302,CID000213039,C0029408,Osteoarthritis
CID000001302,CID000004885,C0522055,abnormal ECG
CID000001302,CID000003878,C0151611,abnormal EEG
CID000001302,CID000002585,C0497156,Adenopathy
CID000001302,CID000004513,C0011854,insulin dependent diabetes mellitus
CID000001302,CID000002118,C0702166,Acne
CID000001302,CID004475485,C0231807,Dyspnea exertional
CID000001302,CID000003937,C0702166,Acne
CID000001302,CID000060843,C0043096,loss of weight
CID000001302,CID000004236,C0008325,cholecystitis
CID000001302,CID000004499,C0522055,abnormal ECG
CID000001302,CID000005735,C0011854,insulin dependent diabetes mellitus
CID000001302,CID000005732,C0341858,adenomyosis
CID000001302,CID000003367,C0497156,Adenopathy
CID000001302,CID000002284,C0041834,erythema
CID000001302,CID000005245,C0041834,erythema
CID000001302,CID000002713,C0043096,loss of weight
CID000001302,CID000003449,C0009676,confusion
CID000001302,CID000003440,C0341858,adenomyosis
CID000001302,CID000002909,C0750426,increased white blood cell count
CID000001302,CID000003676,C0008325,cholecystitis
CID000001302,CID000003672,C0010930,dacrocystitis
CID000001302,CID000028112,C0017152,gastric inflammation
CID000001302,CID000016231,C0005586,bipolar disorder
CID000001302,CID000004485,C0041834,erythema
CID000001302,CID000002462,C0041834,erythema
CID000001302,CID000002786,C0040997,trigeminal neuralgia
CID000001302,CID000004112,C0235527,right heart failure
CID000001302,CID000057537,C0020505,hyperalimentation
CID000001302,CID000005647,C0497156,Adenopathy
CID000001302,CID005493381,C0232492,abdominal pain upper
CID000001302,CID006447131,C0038454,apoplexy
CID000001302,CID000003152,C0011854,insulin dependent diabetes mellitus
CID000001302,CID000003157,C0004601,back injury
CID000001302,CID000003154,C0017152,gastric inflammation
CID000001302,CID000005478,C0017152,gastric inflammation
CID000001302,CID000005472,C0004604,Back Ache
CID000001302,CID000005291,C0043096,loss of weight
CID000001302,CID006398970,C0011854,insulin dependent diabetes mellitus
CID000001302,CID000004264,C0022658,disorder Renal
CID000001302,CID000056959,C0002962,angina
CID000001302,CID000072054,C0017152,gastric inflammation
CID000001302,CID000005002,C0017152,gastric inflammation
CID000001302,CID000002083,C0017152,gastric inflammation
CID000001302,CID000002088,C0017152,gastric inflammation
CID000001302,CID000004889,C0008325,cholecystitis
CID000001302,CID000005212,C0497156,Adenopathy
CID000001302,CID000005210,C0043096,loss of weight
CID000001302,CID000065999,C0038454,apoplexy
CID000001302,CID000003962,C0017152,gastric inflammation
CID000001302,CID000003961,C0010930,dacrocystitis
CID000001302,CID000004609,C0013362,dysarthria
CID000001302,CID000004603,C0008325,cholecystitis
CID000001302,CID000004601,C0043096,loss of weight
CID000001302,CID005329102,C0017152,gastric inflammation
CID000001302,CID000002764,C0017152,gastric inflammation
CID000001302,CID000060831,C0341858,adenomyosis
CID000001302,CID000060835,C0041834,erythema
CID000001302,CID000060164,C0031099,periodontitis
CID000001302,CID000005533,C0017152,gastric inflammation
CID000001302,CID000005391,C0702166,Acne
CID000001302,CID000003877,C0318712,gastroenteritis viral
CID000001302,CID003002190,C0015967,body temperature increased
CID000001302,CID000002951,C0038454,apoplexy
CID000001302,CID000002955,C0497156,Adenopathy
CID000001302,CID000176870,C0004604,Back Ache
CID000001302,CID000002550,C0037195,Sinus headache
CID000001302,CID000059708,C0497156,Adenopathy
CID000001302,CID000005394,C0043096,loss of weight
CID000001302,CID000083786,C0010930,dacrocystitis
CID000001302,CID000041774,C0004153,Atherosclerosis
CID000001302,CID000005155,C0033775,anal pruritus
CID000001302,CID000005152,C0008325,cholecystitis
CID000001302,CID000003410,C0043096,loss of weight
CID000001302,CID000003419,C0004601,back injury
CID000001302,CID000004440,C0042384,angiitis
CID000001302,CID000004943,C0038454,apoplexy
CID000001302,CID000004946,C0017152,gastric inflammation
CID000001302,CID000004168,C0497156,Adenopathy
CID000001302,CID000002646,C0041834,erythema
CID000001302,CID000001690,C0017152,gastric inflammation
CID000001302,CID000010631,C0341858,adenomyosis
CID000001302,CID000003108,C0038454,apoplexy
CID000001302,CID000124087,C0341858,adenomyosis
CID000001302,CID000005402,C0497156,Adenopathy
CID000001302,CID000005401,C0017152,gastric inflammation
CID000001302,CID000005408,C0010930,dacrocystitis
CID000001302,CID000003767,C0043096,loss of weight
CID000001302,CID000003494,C0043096,loss of weight
CID000001302,CID000002170,C0017601,glaucoma
CID000001302,CID000002171,C0497156,Adenopathy
CID000001302,CID000060787,C0009676,confusion
CID000001302,CID000004253,C0008325,cholecystitis
CID000001302,CID000004259,C0008325,cholecystitis
CID000001302,CID005311039,C0022346,icterus
CID000001302,CID000003510,C0041834,erythema
CID000001302,CID000003516,C0041834,erythema
CID000001302,CID000003308,C0497156,Adenopathy
CID000001302,CID000148211,C0497156,Adenopathy
CID000001302,CID000004091,C0497156,Adenopathy
CID000001302,CID000004539,C0004153,Atherosclerosis
CID000001302,CID000003222,C0017152,gastric inflammation
CID000001302,CID000060865,C0263912,rotator cuff syndrome
CID000001302,CID000443871,C0013604,edema
CID000001302,CID000047725,C0043096,loss of weight
CID000001302,CID000034312,C0041834,erythema
CID000001302,CID000005717,C0008320,cholecystectomies
CID000001302,CID000003382,C0520474,aseptic necrosis bone
CID000001302,CID000054454,C0341858,adenomyosis
CID000001302,CID000005267,C0017152,gastric inflammation
CID000001302,CID000024486,C0017152,gastric inflammation
CID000001302,CID000004674,C0010930,dacrocystitis
CID000001302,CID000002487,C0038454,apoplexy
CID000001302,CID000002732,C0038454,apoplexy
CID000001302,CID000002733,C0043096,loss of weight
CID000001302,CID000003467,C0008325,cholecystitis
CID000001302,CID000003463,C0041834,erythema
CID000001302,CID000003461,C0497156,Adenopathy
CID000001302,CID000667490,C0042384,angiitis
CID000001302,CID000004991,C0041834,erythema
CID000001302,CID000004999,C0263912,rotator cuff syndrome
CID000001302,CID000005514,C0008325,cholecystitis
CID000001302,CID000002678,C0008325,cholecystitis
CID000001302,CID000002676,C0042384,angiitis
CID000001302,CID000003652,C0017152,gastric inflammation
CID000001302,CID000002269,C0008325,cholecystitis
CID000001302,CID000002267,C0263912,rotator cuff syndrome
CID000001302,CID000002265,C0023903,hepatic neoplasia
CID000001302,CID000005651,C0043096,loss of weight
CID000001302,CID000002405,C0013362,dysarthria
CID000001302,CID000005184,C0031099,periodontitis
CID000001302,CID000004583,C0008325,cholecystitis
CID000001302,CID000004585,C0004601,back injury
CID000001302,CID000001983,C0010930,dacrocystitis
CID000001302,CID000002187,C0008325,cholecystitis
CID000001302,CID000004917,C0017152,gastric inflammation
CID000001302,CID000004911,C0011124,Decreased Libido
CID000001302,CID000197712,C0019079,coughing blood
CID000001302,CID000004138,C0027121,muscle inflammation
CID000001302,CID000027661,C0017152,gastric inflammation
CID000005064,CID000087177,C0004604,Back Ache
CID000005064,CID000065999,C0018099,gout
CID000005064,CID000054454,C0008325,cholecystitis
CID000005064,CID000005152,C0008325,cholecystitis
CID000005064,CID000005078,C0043096,loss of weight
CID000005064,CID000028112,C0013456,ear ache
CID000005064,CID000012536,C0019209,enlarged liver
CID000005064,CID000005203,C0008325,cholecystitis
CID000005064,CID000041781,C0011615,allergic dermatitis
CID000005064,CID000005726,C0011854,insulin dependent diabetes mellitus
CID000005064,CID000091270,C0008325,cholecystitis
CID000005064,CID004475485,C0024205,adenitis
CID000005064,CID000130881,C0497156,Adenopathy
CID000005064,CID000005234,C0027868,Neuromuscular Disorder
CID000005064,CID003085017,C0497156,Adenopathy
CID000005064,CID003468412,C0043096,loss of weight
CID000005064,CID000443871,C0019209,enlarged liver
CID000005064,CID005311027,C0043096,loss of weight
CID000005064,CID000060787,C0017152,gastric inflammation
CID000005064,CID000005267,C0041834,erythema
CID000005064,CID000077999,C0008325,cholecystitis
CID000005064,CID000083786,C0018099,gout
CID000005064,CID000005719,C0497156,Adenopathy
CID000005064,CID000005391,C0008325,cholecystitis
CID000005064,CID000005647,C0497156,Adenopathy
CID000005064,CID000032797,C0009676,confusion
CID000005064,CID000005155,C0008325,cholecystitis
CID000005064,CID000005732,C0008325,cholecystitis
CID000005064,CID000005735,C0011854,insulin dependent diabetes mellitus
CID000005064,CID000071158,C0038454,apoplexy
CID000005064,CID000019090,C0043096,loss of weight
CID000005064,CID000005358,C0004604,Back Ache
CID000005064,CID000005514,C0008325,cholecystitis
CID000005064,CID000005212,C0017152,gastric inflammation
CID000005064,CID000005656,C0008325,cholecystitis
CID000005064,CID000005401,C0040034,thrombocytopenia
CID000005064,CID000060147,C0043096,loss of weight
CID000005064,CID000034312,C0043096,loss of weight
CID000005064,CID006436173,C0013221,drug toxicity NOS
CID000005064,CID000005533,C0017152,gastric inflammation
CID000005064,CID000060854,C0008325,cholecystitis
CID000005064,CID000060852,C0043096,loss of weight
CID000005064,CID000041774,C0040034,thrombocytopenia
CID000005064,CID005481350,C0497156,Adenopathy
CID000005064,CID000005245,C0043096,loss of weight
CID000005064,CID005311297,C0017152,gastric inflammation
CID000005064,CID000005408,C0038525,subarachnoid haemorrhage
CID000005064,CID005353980,C0042384,angiitis
CID000005064,CID000060164,C0151908,dry skin
CID000005064,CID000115237,C0027497,nausea
CID000005064,CID000024486,C0043096,loss of weight
CID000005064,CID000005556,C0017152,gastric inflammation
CID000005064,CID000125017,C0013221,drug toxicity NOS
CID000005064,CID000005372,C0004604,Back Ache
CID000005064,CID000124087,C0043096,loss of weight
CID000005064,CID000005478,C0015230,eruption
CID000005064,CID000054841,C0034065,Embolism pulmonary
CID000005064,CID000110635,C0013456,ear ache
CID000005064,CID000005651,C0043096,loss of weight
CID000005064,CID000125889,C0497156,Adenopathy
CID000005064,CID000054688,C0020538,High blood pressure
CID000005064,CID000060831,C0043096,loss of weight
CID000005064,CID000060835,C0497156,Adenopathy
CID000005064,CID000005978,C0012833,dizziness
CID000005064,CID000213039,C0040034,thrombocytopenia
CID000005064,CID000059708,C0038454,apoplexy
CID000005064,CID000005095,C0043096,loss of weight
CID000005064,CID000123620,C0041834,erythema
CID000005064,CID000027661,C0085631,agitated
CID000005064,CID000010631,C0043096,loss of weight
CID000005064,CID000006691,C0004601,back injury
CID000005064,CID004183806,C0039621,tetany
CID000005064,CID000119607,C0043096,loss of weight
CID000005064,CID000160051,C0231807,Dyspnea exertional
CID000005064,CID000005379,C0497156,Adenopathy
CID000005064,CID000005523,C0008325,cholecystitis
CID000005064,CID005362070,C0013404,Difficulty breathing
CID000005064,CID000005512,C0043096,loss of weight
CID000005064,CID000005090,C0497156,Adenopathy
CID000005064,CID000060184,C0040034,thrombocytopenia
CID000005267,CID000010631,C0043096,loss of weight
CID000005267,CID000077999,C0151706,bleeding Vaginal
CID000005267,CID000036339,C0002792,anaphylactic reaction
CID000005267,CID005311297,C0017152,gastric inflammation
CID000005267,CID000036811,C0020542,pulmonary hypertension
CID000005267,CID000060831,C1260880,rhinorrhea
CID000005267,CID003002190,C0043096,loss of weight
CID000005267,CID000038904,C0015544,failure to thrive
CID000005267,CID000005352,C0038454,apoplexy
CID000005267,CID000057469,C0015230,eruption
CID000005267,CID000005496,C1145670,respiratory failure
CID000005267,CID005493381,C0026986,myelodysplasia
CID000005267,CID000005515,C0040034,thrombocytopenia
CID000005267,CID000005514,C0497156,Adenopathy
CID000005267,CID004183806,C0039070,Fainting
CID000005267,CID000110635,C0043096,loss of weight
CID000005267,CID000065999,C0043096,loss of weight
CID000005267,CID000213039,C0080179,Spinal fracture
CID000005267,CID000074989,C0040034,thrombocytopenia
CID000005267,CID000054688,C0235527,right heart failure
CID000005267,CID000060835,C0004601,back injury
CID000005267,CID000125889,C0497156,Adenopathy
CID000005267,CID005281007,C0027947,Neutropenia
CID000005267,CID000054374,C0015544,failure to thrive
CID000005267,CID005493444,C0038454,apoplexy
CID000005267,CID000005656,C0017152,gastric inflammation
CID000005267,CID000005651,C0025637,methaemoglobinaemia
CID000005267,CID003468412,C0017152,gastric inflammation
CID000005267,CID000060865,C0263912,rotator cuff syndrome
CID000005267,CID000150310,C0235527,right heart failure
CID000005267,CID000005647,C0017152,gastric inflammation
CID000005267,CID000160051,C0011168,deglutition disorder
CID000005267,CID000005379,C0235974,pancreatic cancer
CID000005267,CID000005372,C0522055,abnormal ECG
CID000005267,CID000124087,C0036421,Scleroderma
CID000005267,CID000005505,C0002064,respiratory alkalosis
CID000005267,CID000153941,C0038454,apoplexy
CID000005267,CID000054454,C0699744,ear infection
CID000005267,CID000125017,C0041834,erythema
CID000005267,CID000005578,C0013604,edema
CID000005267,CID000024486,C0008320,cholecystectomies
CID000005267,CID000060184,C0522055,abnormal ECG
CID000005267,CID000056959,C0039240,Supraventricular tachycardia
CID000005267,CID000054841,C0028734,nocturia
CID000005267,CID000059708,C0038454,apoplexy
CID000005267,CID006398970,C0043096,loss of weight
CID000005267,CID004659568,C0011168,deglutition disorder
CID000005267,CID000005401,C0017152,gastric inflammation
CID000005267,CID000005402,C0017152,gastric inflammation
CID000005267,CID000005408,C0043096,loss of weight
CID000005267,CID000104865,C0497156,Adenopathy
CID000005267,CID000119607,C0043096,loss of weight
CID000005267,CID005481350,C0043094,weight gain
