STITCH 1,STITCH 2,Polypharmacy Side Effect,Side Effect Name
CID000000853,CID000003658,C0497156,Adenopathy
CID000000853,CID000002771,C0008325,cholecystitis
CID000000853,CID000003261,C0038454,apoplexy
CID000000853,CID000004819,C0017152,gastric inflammation
CID000000853,CID000004736,C0041834,erythema
CID000000853,CID000027991,C0025637,methaemoglobinaemia
CID000000853,CID000040976,C0549473,thyroid cancer
CID000000853,CID000003449,C0162529,colitis ischemic
CID000000853,CID000004173,C0008325,cholecystitis
CID000000853,CID000004679,C0497156,Adenopathy
CID000000853,CID000005650,C0702166,Acne
CID000000853,CID000003750,C0038454,apoplexy
CID000000853,CID000062924,C1527383,Morphea
CID000000853,CID000003345,C0341858,adenomyosis
CID005311297,CID005481350,C0032285,neumonia
CID005311297,CID005381226,C0040034,thrombocytopenia
CID005311297,CID006447131,C0038454,apoplexy
CID005311297,CID005493444,C0041834,erythema
CID005311297,CID006398525,C0017152,gastric inflammation
CID000002551,CID000003075,C0004604,Back Ache
CID000003962,CID000004927,C0017152,gastric inflammation
CID000003962,CID000054454,C0041834,erythema
CID000003962,CID005311048,C0038454,apoplexy
CID000003962,CID000004158,C0038454,apoplexy
CID000003962,CID000152945,C0013595,eczema
CID000003962,CID000004054,C0522055,abnormal ECG
CID000003962,CID000057537,C0019080,Bleeding
CID000003962,CID006398525,C0038454,apoplexy
CID000003962,CID000005512,C0522055,abnormal ECG
CID000003962,CID000004745,C0398353,Hypoventilation
CID000003962,CID000004205,C0037195,Sinus headache
CID000003962,CID000004201,C0027726,nephrotic syndrome
CID000003962,CID000110635,C0037195,Sinus headache
CID000003962,CID000005152,C0041834,erythema
CID000003962,CID000004666,C0041834,erythema
CID000003962,CID000005358,C0043094,weight gain
CID000003962,CID004659568,C0020505,hyperalimentation
CID000003962,CID000004900,C0008325,cholecystitis
CID000003962,CID000004909,C0017152,gastric inflammation
CID000003962,CID000057469,C0011168,deglutition disorder
CID000003962,CID000004616,C0038454,apoplexy
CID000003962,CID000004236,C0038454,apoplexy
CID000003962,CID000004585,C0017152,gastric inflammation
CID000003962,CID000004614,C0151699,haemorrhage intracranial
CID000003962,CID000004075,C0032285,neumonia
CID000003962,CID000016231,C0027441,nasopharyngitis
CID000003962,CID000005732,C0497156,Adenopathy
CID000003962,CID000004691,C0017152,gastric inflammation
CID000003962,CID000005073,C0017152,gastric inflammation
CID000003962,CID000004856,C0041834,erythema
CID000003962,CID000060852,C0017152,gastric inflammation
CID000003962,CID000124087,C0038454,apoplexy
CID000003962,CID000005650,C0497156,Adenopathy
CID000003962,CID000071329,C0522055,abnormal ECG
CID000003962,CID000005376,C0017152,gastric inflammation
CID000003962,CID000010631,C0008325,cholecystitis
CID000003962,CID000170361,C0008320,cholecystectomies
CID000003962,CID000004885,C0041834,erythema
CID000003962,CID000004889,C0008325,cholecystitis
CID000003962,CID000087177,C0012833,dizziness
CID000003962,CID000004911,C0012833,dizziness
CID000003962,CID000005245,C0008325,cholecystitis
CID000003962,CID000004679,C0008325,cholecystitis
CID000003962,CID000008953,C0007642,cellulitis
CID000003962,CID000005095,C0043094,weight gain
CID000003962,CID000005544,C0008325,cholecystitis
CID000003962,CID000005253,C0522055,abnormal ECG
CID000003962,CID000062924,C0497156,Adenopathy
CID000003962,CID000005978,C0004604,Back Ache
CID000003962,CID000005352,C0018099,gout
CID000003962,CID000005077,C0040034,thrombocytopenia
CID000003962,CID000019090,C0043096,loss of weight
CID000003962,CID000004189,C0020456,hyperglycaemia
CID000003962,CID000004543,C0008325,cholecystitis
CID000003962,CID000038904,C0522055,abnormal ECG
CID000003962,CID006447131,C0013604,edema
CID000003962,CID000005394,C0019080,Bleeding
CID000003962,CID000005391,C1260880,rhinorrhea
CID000003962,CID000060865,C0043096,loss of weight
CID000003962,CID000004173,C0015230,eruption
CID000003962,CID000004170,C0008325,cholecystitis
CID000003962,CID000065999,C1260880,rhinorrhea
CID000003962,CID000060854,C0038454,apoplexy
CID000003962,CID000005487,C0017152,gastric inflammation
CID000003962,CID000005478,C0041909,upper gastrointestinal bleeding
CID000003962,CID000005523,C0013362,dysarthria
CID000003962,CID000004894,C0041834,erythema
CID000003962,CID000077999,C0023903,hepatic neoplasia
CID000003962,CID000004510,C0008325,cholecystitis
CID000003962,CID003468412,C0013362,dysarthria
CID000003962,CID000004107,C0041834,erythema
CID000005253,CID000077999,C0029927,Ovarian Cyst
CID000005253,CID000054454,C0282488,Cystitis Interstitial
CID000005253,CID000005391,C0038454,apoplexy
CID000005253,CID000065999,C0009319,colitis
CID000005253,CID000060852,C0151908,dry skin
CID000005253,CID000005732,C0038454,apoplexy
CID000005253,CID000060184,C0038454,apoplexy
CID000005253,CID000005512,C0038454,apoplexy
CID000005253,CID000071329,C0428977,bradycardia
CID000005253,CID000152945,C0040034,thrombocytopenia
CID000005253,CID000005650,C0017152,gastric inflammation
CID000005253,CID000038904,C0522055,abnormal ECG
CID000005253,CID005493444,C0019159,Hepatitis A
CID000005253,CID005311048,C0017152,gastric inflammation
CID000005253,CID000019090,C0043096,loss of weight
CID000005253,CID000062924,C0038454,apoplexy
CID000005253,CID000009052,C0033860,psoriasis
CID000004616,CID000009052,C0013221,drug toxicity NOS
CID000004616,CID000005245,C0038454,apoplexy
CID000004616,CID000060854,C0038454,apoplexy
CID000004616,CID000005523,C0007820,cerebral vascular disorder
CID000004616,CID000062924,C0017152,gastric inflammation
CID000004616,CID000005487,C0043096,loss of weight
CID000004616,CID000005077,C0750426,increased white blood cell count
CID000004616,CID000005076,C0010054,arteriosclerotic heart disease
CID000004616,CID000004927,C0013221,drug toxicity NOS
CID000004616,CID000004894,C0267596,haemorrhage rectum
CID000004616,CID005481350,C0043096,loss of weight
CID000004616,CID000010631,C0043096,loss of weight
CID000004616,CID000005376,C0011615,allergic dermatitis
CID000004616,CID000004691,C0004604,Back Ache
CID000004616,CID000008953,C0043096,loss of weight
CID000004616,CID000039765,C0002792,anaphylactic reaction
CID000004616,CID000054454,C0085602,excessive thirst
CID000004616,CID000005584,C0080274,bladder retention
CID000004616,CID005311048,C0043096,loss of weight
CID000004616,CID000004745,C0001818,agoraphobia
CID000004616,CID000005512,C0042029,Infection Urinary Tract
CID000004616,CID000038904,C0004144,atelectasis
CID000004616,CID000004909,C0011168,deglutition disorder
CID000004616,CID000004856,C0085605,Hepatic failure
CID000004616,CID000060184,C0036421,Scleroderma
CID000004616,CID000004889,C0020461,Excess potassium
CID000004616,CID004659568,C0015230,eruption
CID000004616,CID000087177,C0038454,apoplexy
CID000004616,CID000005650,C0004604,Back Ache
CID000004616,CID000124087,C0004604,Back Ache
CID000004616,CID000005073,C0017152,gastric inflammation
CID000004616,CID003468412,C0043096,loss of weight
CID000004616,CID006398525,C0043096,loss of weight
CID000004616,CID000077999,C0011854,insulin dependent diabetes mellitus
CID000004616,CID000005152,C0043096,loss of weight
CID000004616,CID000170361,C0038454,apoplexy
CID000004616,CID000065999,C0013221,drug toxicity NOS
CID000004616,CID000004666,C0007642,cellulitis
CID000004616,CID000005978,C0009676,confusion
CID000004616,CID000019090,C0011168,deglutition disorder
CID000004616,CID000004900,C0017152,gastric inflammation
CID000004616,CID000004679,C0017152,gastric inflammation
CID000004616,CID000005394,C0243010,encephalitis viral
CID000004616,CID000005391,C0004604,Back Ache
CID000004616,CID000005732,C0023903,hepatic neoplasia
CID000124087,CID000160051,C0039231,heart rate increased
CID000124087,CID006447131,C0043096,loss of weight
CID000124087,CID006398525,C0043096,loss of weight
CID000124087,CID000170361,C0043096,loss of weight
CID000124087,CID005481350,C0019158,hepatitis
CID000124087,CID003468412,C0017152,gastric inflammation
CID000124087,CID000152945,C0012833,dizziness
CID000002995,CID000003440,C0017152,gastric inflammation
CID000002995,CID000005732,C0041834,erythema
CID000002995,CID000005645,C0008312,primary biliary cirrhosis
CID000002995,CID000003961,C0041834,erythema
CID000002995,CID000003958,C0522055,abnormal ECG
CID000002995,CID000004585,C0522055,abnormal ECG
CID000002995,CID000054454,C0020443,elevated cholesterol
CID000002658,CID000004889,C0041834,erythema
CID000002658,CID000005245,C0038454,apoplexy
CID000002658,CID000003062,C0017152,gastric inflammation
CID000002658,CID000004885,C0006444,bursitis
CID000002658,CID000060854,C0750426,increased white blood cell count
CID000002658,CID000005544,C0041834,erythema
CID000002658,CID000163742,C0015230,eruption
CID000002658,CID000002907,C0041834,erythema
CID000002658,CID000003749,C0497156,Adenopathy
CID000002658,CID000004856,C0017152,gastric inflammation
CID000002658,CID000667490,C0699744,ear infection
CID000002658,CID000003661,C0039231,heart rate increased
CID000002658,CID000038904,C0022660,acute kidney failure
CID000002658,CID000170361,C0750426,increased white blood cell count
CID000002658,CID000003310,C0020443,elevated cholesterol
CID000002658,CID000004679,C0008325,cholecystitis
CID000002658,CID000004075,C0019209,enlarged liver
CID000002658,CID000005512,C0043096,loss of weight
CID000002658,CID000004542,C0042384,angiitis
CID000002658,CID000005650,C0041834,erythema
CID000002658,CID000004927,C0008325,cholecystitis
CID000002658,CID000003463,C0017152,gastric inflammation
CID000002658,CID000010631,C0042384,angiitis
CID000002658,CID000077999,C0038454,apoplexy
CID000002658,CID000004900,C0008325,cholecystitis
CID000002658,CID006398525,C0017152,gastric inflammation
CID000002658,CID000003869,C0013362,dysarthria
CID000002658,CID000003763,C0019158,hepatitis
CID000002658,CID000003954,C0043096,loss of weight
CID000002658,CID000003958,C0008325,cholecystitis
CID000002658,CID000074989,C0040034,thrombocytopenia
CID000002658,CID000005095,C0006444,bursitis
CID000002658,CID000004158,C0013221,drug toxicity NOS
CID000002658,CID000004510,C0017152,gastric inflammation
CID000002658,CID000003339,C0017152,gastric inflammation
CID000002658,CID000003333,C0017152,gastric inflammation
CID000002658,CID000002818,C0008325,cholecystitis
CID000002658,CID000036339,C0151699,haemorrhage intracranial
CID000002658,CID000004614,C0043096,loss of weight
CID000002658,CID000003075,C0017152,gastric inflammation
CID000002658,CID000004691,C0008325,cholecystitis
CID000002658,CID000003961,C0497156,Adenopathy
CID000002658,CID000002891,C0006444,bursitis
CID000002658,CID005381226,C0009676,confusion
CID000002658,CID000004107,C0041834,erythema
CID000002658,CID000005478,C0155118,corneal degeneration
CID000002658,CID000003676,C0037195,Sinus headache
CID000002658,CID000003883,C0008325,cholecystitis
CID000002658,CID000060184,C0040034,thrombocytopenia
CID000002658,CID000005584,C0497247,arterial pressure NOS increased
CID000002658,CID000003405,C0017152,gastric inflammation
CID000002658,CID000004666,C0009676,confusion
CID000002658,CID000005732,C0017152,gastric inflammation
CID000002658,CID000005073,C0009806,constipated
CID000002658,CID000005076,C0024205,adenitis
CID000002658,CID000004920,C0006444,bursitis
CID000002658,CID000004236,C0263912,rotator cuff syndrome
CID000002658,CID000003937,C0008325,cholecystitis
CID000002658,CID000002662,C0017152,gastric inflammation
CID000002658,CID000004173,C0008325,cholecystitis
CID000002658,CID000003780,C0231807,Dyspnea exertional
CID000002658,CID000004894,C0017152,gastric inflammation
CID000002658,CID000087177,C0017152,gastric inflammation
CID000002658,CID000004463,C0019080,Bleeding
CID000002658,CID000004585,C0008325,cholecystitis
CID000002658,CID000060865,C0017152,gastric inflammation
CID000002658,CID000008953,C0017152,gastric inflammation
CID000002658,CID000004205,C0008325,cholecystitis
CID000002658,CID000005152,C0263912,rotator cuff syndrome
CID000002658,CID000003658,C0017152,gastric inflammation
CID000002658,CID000027686,C0020541,portal hypertension
CID000002658,CID000003325,C0006444,bursitis
CID000002658,CID000002803,C0017152,gastric inflammation
CID000002658,CID000002806,C0017152,gastric inflammation
CID000002658,CID000002771,C0008325,cholecystitis
CID000002658,CID000004601,C0006444,bursitis
CID000002658,CID000005719,C0006444,bursitis
CID000002658,CID000005523,C0008325,cholecystitis
CID000002658,CID000054454,C0017152,gastric inflammation
CID000002658,CID000005978,C0041834,erythema
CID000002658,CID000003516,C0017152,gastric inflammation
CID000002658,CID000051263,C0002622,Amnesia
CID000002658,CID000005391,C0008325,cholecystitis
CID000002658,CID000003890,C0043096,loss of weight
CID000002658,CID000003410,C0019158,hepatitis
CID000002658,CID000110635,C0038454,apoplexy
CID000002658,CID000062924,C0008325,cholecystitis
CID000002658,CID000071616,C0235896,lung infiltration
CID000002658,CID003468412,C0041834,erythema
CID000002658,CID000002951,C0021141,ADH inappropriate
CID000002658,CID000003928,C0041834,erythema
CID000002658,CID000039765,C0019080,Bleeding
CID000002658,CID005311048,C0013182,Drug hypersensitivity
CID000002658,CID000003440,C0017152,gastric inflammation
CID000002658,CID000160051,C0011603,dermatitides
CID000002658,CID000005771,C0019080,Bleeding
CID000002658,CID000003345,C0017152,gastric inflammation
CID000003154,CID000003883,C0038454,apoplexy
CID000003154,CID000004894,C0018099,gout
CID000003154,CID000004585,C0041834,erythema
CID000003154,CID000003937,C0162529,colitis ischemic
CID000003154,CID000005512,C0038454,apoplexy
CID000003154,CID000004819,C0038454,apoplexy
CID000003154,CID000004205,C0015544,failure to thrive
CID000003154,CID000004510,C0018099,gout
CID000003154,CID000019090,C0043094,weight gain
CID000003154,CID000004679,C0497156,Adenopathy
CID000003154,CID000005544,C0017601,glaucoma
CID000003154,CID000003958,C0497156,Adenopathy
CID000003154,CID000077999,C0497156,Adenopathy
CID000003154,CID000005732,C0038454,apoplexy
CID000003154,CID000003676,C0040034,thrombocytopenia
CID000003154,CID000003339,C0043096,loss of weight
CID000003154,CID000003333,C0267596,haemorrhage rectum
CID000003154,CID000004927,C0018944,haematoma
CID000003154,CID000003890,C0017152,gastric inflammation
CID000003154,CID000004889,C0017152,gastric inflammation
CID000003154,CID000003345,C0522055,abnormal ECG
CID000003154,CID000003658,C0040034,thrombocytopenia
CID000003154,CID000004691,C0038454,apoplexy
CID000003154,CID000004054,C0032290,aspiration pneumonia
CID000003154,CID000005073,C0038454,apoplexy
CID000003154,CID003468412,C0013404,Difficulty breathing
CID000003154,CID000060852,C0151908,dry skin
CID000003154,CID000005478,C0017152,gastric inflammation
CID000003154,CID000038904,C0040034,thrombocytopenia
CID000003154,CID000003440,C0013456,ear ache
CID000003154,CID000003449,C0043096,loss of weight
CID000003154,CID000054454,C0008325,cholecystitis
CID000003154,CID000005095,C0011168,deglutition disorder
CID000003154,CID000004666,C0497156,Adenopathy
CID000003154,CID000003325,C0750426,increased white blood cell count
CID000003154,CID000003405,C0497156,Adenopathy
CID000003154,CID000170361,C0043096,loss of weight
CID000003154,CID000004900,C0017152,gastric inflammation
CID000003154,CID000062924,C0002064,respiratory alkalosis
CID000003154,CID000005391,C0023518,leucocytosis
CID000003154,CID000087177,C0497156,Adenopathy
CID000003154,CID000003749,C0038454,apoplexy
CID000003154,CID000003954,C0015230,eruption
CID000003154,CID000071329,C0017601,glaucoma
CID000003154,CID000065999,C0017601,glaucoma
CID000003154,CID000003661,C0019080,Bleeding
CID000003154,CID000005245,C0011615,allergic dermatitis
CID000003154,CID000152945,C0017601,glaucoma
CID000003154,CID000003961,C0017152,gastric inflammation
CID000003154,CID000005523,C0009806,constipated
CID000003154,CID000005650,C0042384,angiitis
CID000072938,CID000077999,C0011991,diarrhea
CID000004885,CID000004920,C0027441,nasopharyngitis
CID000004885,CID000005645,C0442874,neuropathy
CID000004885,CID000170361,C0043096,loss of weight
CID000004885,CID000005719,C0038525,subarachnoid haemorrhage
CID000004885,CID000087177,C0017152,gastric inflammation
CID000004885,CID000005391,C0004604,Back Ache
CID000004885,CID000065999,C0018099,gout
CID000004885,CID000122316,C0043094,weight gain
