drug_1_name,drug_2_name,drug_1_SMILES,drug_2_SMILES,molecular_interaction,mechanism,evidence,severity
Triazolam,Rosiglitazone,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4Cl,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3,π-π Stacking,"π-π stacking occurs when aromatic rings from the two molecules align in such a way that their π-electron clouds overlap, creating a stabilizing interaction.","Both molecules have aromatic rings. SMILES 1 contains two chlorophenyl groups and a triazole ring, while SMILES 2 has a pyridine ring and a phenyl group. The presence of multiple aromatic rings in close proximity can facilitate π-π stacking interactions when aligned appropriately under physiological conditions.","Moderate - π-π stacking can influence binding affinity and specificity between molecules, potentially affecting pharmacological activity."
Naproxen,Dapsone,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N,Hydrogen bonding,"The hydrogen bond can occur between the hydroxyl group in the carboxylic acid of SMILES 1 and the amine group in SMILES 2. In physiological conditions, these groups can donate and accept hydrogen bonds due to their polar nature.","- SMILES 1 contains a carboxylic acid group (-C(=O)O).
- SMILES 2 has an amine group (-C1=CC(=CC=C1N)).",Moderate - Hydrogen bonding can significantly impact pharmacodynamics and pharmacokinetics but tends to be less impactful than covalent interactions.
Metronidazole,Terazosin,CC1=NC=C(N1CCO)[N+](=O)[O-],COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC,Hydrogen bonding,"The presence of a nitro group in the first compound (SMILES 1) can act as a hydrogen bond acceptor. The second compound (SMILES 2) contains several hydrogen bond donors, such as the NH groups in the triazole ring. This structural combination could facilitate hydrogen bonding.","- SMILES 1: The [N+](=O)[O-] group indicates a nitro group that can participate as a hydrogen bond acceptor due to the electron-withdrawing nature of the nitro group contributing to partial charges.
- SMILES 2: The triazole ring contains NH groups that could act as hydrogen bond donors.","Moderate - Hydrogen bonds can significantly influence drug-receptor interactions and therefore have a potential, though moderate, impact in pharmacological contexts."
Diazepam,Moexipril,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CC3=CC(=C(C=C3CC2C(=O)O)OC)OC,Hydrogen Bonding,"The second SMILES string contains a carboxylic acid group (C(=O)O), which can act as a hydrogen bond donor or acceptor. The first SMILES string has an amide group (C=O) in the lactam ring that can potentially act as a hydrogen bond acceptor.","In SMILES 1, the C(=O) within the lactam ring can act as a hydrogen bond acceptor, while in SMILES 2, the carboxylic acid's -OH group is a hydrogen bond donor.",Moderate - Hydrogen bonds can significantly impact solubility and binding interactions but alone may not cause major pharmacological changes without additional supportive interactions.
Methylphenidate,Megestrol,COC(=O)C(C1CCCCN1)C2=CC=CC=C2,CC1=CC2C(CCC3(C2CCC3(C(=O)C)O)C)C4(C1=CC(=O)CC4)C,Steric Clash,"The two SMILES represent relatively bulky organic molecules with cyclic structures. When present in the same binding pocket or region, they could experience steric clashes due to their substantial and complex carbon frameworks.","SMILES 1 contains a piperidine ring (C1CCCCN1) adjacent to an aromatic ring (C2=CC=CC=C2), whereas SMILES 2 has fused polycyclic structures with multiple substituents (e.g., C1=CC2C(CCC3...)). Their large, rigid frameworks occupy significant spatial volume, potentially leading to steric conflict when near each other.",Moderate - This interaction can alter pharmacokinetics by impacting the binding or docking of these molecules in active sites within biomolecular environments.
Citalopram,Gemfibrozil,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O,Hydrogen Bonding,"Hydrogen bonding can occur between hydrogen bond donors (e.g., O-H groups) and acceptors (e.g., nitrogen or oxygen atoms with lone pairs) present in the structures.","SMILES 1 contains a nitrile group (C#N), where the nitrogen can act as a hydrogen bond acceptor. SMILES 2 contains a hydroxyl group (O-H) capable of acting as a hydrogen bond donor.",Moderate - This interaction could influence the solubility or binding dynamics of the drugs depending on the context within a biological environment.
Lamotrigine,Oxaprozin,C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N,C1=CC=C(C=C1)C2=C(OC(=N2)CCC(=O)O)C3=CC=CC=C3,Hydrogen Bond,"A hydrogen bond may form between the NH group in the triazole ring (in SMILES 1) and the carbonyl oxygen in the carboxylic acid group (in SMILES 2). The NH group can act as a hydrogen bond donor, while the carbonyl oxygen can act as a hydrogen bond acceptor.","In SMILES 1, the ""N=N2)N"" part indicates the presence of an NH group on the triazole, and in SMILES 2, the ""CCC(=O)O"" part indicates a carbonyl oxygen in a carboxylic acid group.","Moderate - Hydrogen bonds can contribute to potential interactions between drugs, affecting solubility or receptor binding under physiological conditions."
Citalopram,Palonosetron,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,C1CC2CN(C(=O)C3=CC=CC(=C23)C1)C4CN5CCC4CC5,Pi-Pi Stacking,"Pi-pi stacking occurs due to the interaction between aromatic ring systems present in both molecules. This type of interaction is facilitated by the overlap of the electron clouds (pi orbitals) of the aromatic rings, stabilizing the interaction.","SMILES 1 contains an aromatic benzene ring, as observed from ""C3=CC=C(C=C3)F"", and SMILES 2 contains an aromatic isoquinoline ring, noted from ""C3=CC=CC(=C23)C1"". These features suggest potential pi-pi stacking between these aromatic systems.","Moderate - Pi-pi interactions are a common type of non-covalent interaction that can influence molecular recognition and binding in pharmacology, potentially affecting the drug's binding affinity and efficacy."
Metronidazole,Zolpidem,CC1=NC=C(N1CCO)[N+](=O)[O-],CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C,π-π Stacking,"π-π stacking occurs between aromatic rings when they align parallel to each other, allowing for overlapping electron clouds and stabilization through van der Waals forces.","SMILES 1 contains an aromatic pyridine ring (C1=NC=C(N1CCO)), and SMILES 2 contains two connected aromatic rings in the quinoline structure (C1=CC=CC=C1C2=C3C=CC=CC3=NC2).",Moderate - This interaction can potentially impact the binding of these molecules to aromatic-rich active sites or pockets in a biological context.
Tramadol,Telmisartan,CN(C)CC1CCCCC1(C2=CC(=CC=C2)OC)O,CCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C(=O)O)C=C(C=C2C)C5=NC6=CC=CC=C6N5C,π-π Stacking Interaction,"The presence of multiple aromatic rings in both molecular structures can allow for π-π stacking interactions, which occur when π systems (aromatic rings) align parallel to each other and stabilize the interaction via overlap of their π orbitals.","The SMILES for both molecules contain aromatic rings: SMILES 1 has a phenyl group (C2=CC(=CC=C2)), and SMILES 2 has multiple aromatic systems, including a naphthalene-type structure (C3=CC=C(C=C3)C4=CC=CC=C4C(=O)O).","Moderate - π-π interactions are common stabilizing interactions, but their pharmacological impact depends on the spatial orientation and environment within a biological system."
Cetirizine,Dipyridamole,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO,Electrostatic Interaction (Potential π-cation interaction),"The aromatic rings in SMILES 1 can participate in π-cation interactions due to delocalized π-electrons, and SMILES 2 has tertiary amines that can be protonated under physiological conditions, providing positive charge.","SMILES 1 contains aromatic phenyl rings ""C2=CC=CC=C2"" and ""C3=CC=C(C=C3)Cl"". SMILES 2 contains tertiary amine centers within the piperazine and alkyl chain sections ""N(CCO)CCO"", which can be protonated in a physiological environment, interacting with the π-electrons of the aromatic rings.","Moderate - Such an interaction could influence binding affinity and bioavailability, with a potential to affect pharmacodynamics and/or pharmacokinetics under specific conditions."
Methylphenidate,Trazodone,COC(=O)C(C1CCCCN1)C2=CC=CC=C2,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl,Hydrogen Bonding,"The carbonyl oxygen in SMILES 1 could act as a hydrogen bond acceptor interacting with a hydrogen bond donor, such as a protonated amine group present within physiological conditions.","SMILES 1 contains an ester group 'COC(=O)' with a carbonyl oxygen that could serve as an acceptor. In SMILES 2, there is a secondary amine within the piperazine ring (C1CN(CCN1)), which under physiological pH, could be protonated and act as a hydrogen bond donor.",Moderate - This interaction could influence the pharmacokinetics or binding properties if both drugs are administered together.
Duloxetine,Darunavir,CNCCC(C1=CC=CS1)OC2=CC=CC3=CC=CC=C32,CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2COC3C2CCO3)O)S(=O)(=O)C4=CC=C(C=C4)N,Hydrogen Bonding,"Hydrogen bonding can occur between potential hydrogen bond donors and acceptors, such as oxygen or nitrogen atoms in close proximity.","- SMILES 1 contains an ether oxygen in the ""OC2=CC=CC3=CC=CC=C32"" moiety.
- SMILES 2 has a hydroxyl group, ""O"" next to the secondary amine, that can act as a hydrogen bond donor.",Moderate - This interaction might influence molecular binding or solubility profiles when both compounds are present.
Aciclovir,Trimethoprim,C1=NC2=C(N1COCCO)NC(=NC2=O)N,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,Hydrogen Bonding,"Hydrogen bonding can occur between donor and acceptor groups present in close proximity when drugs interact in a physiological environment. In these SMILES, both drugs have hydrogen bond donors (amines) and acceptors (carbonyl and nitrogen groups) that can potentially interact.","- SMILES 1 has a primary amine group (-NH2) and a carbonyl group (=O) which can act as a hydrogen bond donor and acceptor, respectively.
- SMILES 2 contains a similar primary amine group (-NH2) on the imidazole ring, which can form hydrogen bonds with the acceptor groups in SMILES 1.","Moderate - Hydrogen bonding can affect drug solubility, bioavailability, and binding affinity, potentially altering efficacy or toxicity."
Ondansetron,Salmeterol,CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C,C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O,Hydrogen Bonding,"Hydrogen bonding can occur between a hydrogen donor and an acceptor. In SMILES 2, the hydroxyl groups (-OH) on the phenol and alcohol moieties can act as hydrogen bond donors, and the nitrogen in the pyrimidine ring in SMILES 1 can act as a hydrogen bond acceptor.","In SMILES 1, the nitrogen atom in the pyrimidine ring (N1) can accept hydrogen bonds. In SMILES 2, the hydroxyl groups (-OH) (alcohol on the aliphatic chain and phenol group) can donate hydrogen bonds.","Moderate - While hydrogen bonding is a common interaction with moderate strength, it could potentially influence binding affinity if these molecules were to interact in a biological system."
Fentanyl,Trazodone,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl,Hydrogen Bonding,Both SMILES feature carbonyl groups (C=O) which can serve as hydrogen bond acceptors. The secondary amines in each molecule may act as hydrogen bond donors.,"- SMILES 1 contains a carbonyl group at 'CCC(=O)N' and secondary amine in the morpholine-like structure 'N(C1CCN(CC1)'.
- SMILES 2 contains a carbonyl group in the portion 'C(=O)N' and secondary amines in the piperazine-like structure 'C1CN(CCN1'.","Moderate - Hydrogen bonds, while individually weak, can significantly influence molecular interaction and drug binding."
Metolazone,Pamidronic acid,CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl,C(CN)C(O)(P(=O)(O)O)P(=O)(O)O,Hydrogen Bonding,"The sulfonamide group (-S(=O)(=O)N-) in SMILES 1 can act as a hydrogen bond acceptor due to its oxygen atoms, which can interact with the hydroxyl group in SMILES 2 that has a hydrogen to donate.","In SMILES 1, the sulfonamide group (S(=O)(=O)N) contains oxygens capable of accepting hydrogen bonds. In SMILES 2, the hydroxyl group (-C(O)P(=O)(O)P(=O)(O)O) has hydrogen in the hydroxyl (-OH) that can donate to these oxygens.","Moderate - While hydrogen bonds can affect molecular interactions and drug binding, the overall impact depends on additional context not provided."
Cetirizine,Salmeterol,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O,Hydrogen bonding,"Hydrogen bonds can occur between hydrogen donors and acceptors. The first molecule has ester groups (O=C-O) that could act as hydrogen bond acceptors, while the second molecule includes phenol (hydroxyl group, -OH) which is a potential hydrogen bond donor.","In SMILES 1, the ester group is represented as ""C(=O)O"". In SMILES 2, the phenol is represented as ""O"" (linked to a benzene ring). Together, these functional groups suggest the potential for hydrogen bonding.","Moderate - This interaction could influence pharmacokinetic properties or receptor binding, though it may not directly cause significant pharmacological effect unless the contexts of these bonds facilitate changes in drug conformation or solubility that influence absorption or site-specific delivery."
Ticlopidine,Tirofiban,C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl,CCCCS(=O)(=O)NC(CC1=CC=C(C=C1)OCCCCC2CCNCC2)C(=O)O,Hydrogen bonding,Hydrogen bonds can form between hydrogen donors (such as -OH or -NH groups) and hydrogen acceptors (such as carbonyl -C=O or -NH groups).,"- SMILES 1 contains an amine group (C1CN) that can act as a hydrogen donor.
- SMILES 2 contains a sulfonamide group (S(=O)(=O)N) and a carboxyl group (C(=O)O) that can act as hydrogen acceptors.","Moderate - Hydrogen bonding could potentially influence the binding affinity of these molecules to proteins or enzymes, thereby affecting their pharmacological activity."
Gabapentin,Telithromycin,C1CCC(CC1)(CC(=O)O)CN,CCC1C2(C(C(C(=O)C(CC(C(C(C(=O)C(C(=O)O1)C)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)N(C(=O)O2)CCCCN4C=C(N=C4)C5=CN=CC=C5)C,Hydrogen Bonding,A hydrogen bonding interaction can occur between the carboxylic acid group present in SMILES 1 and the tertiary amine nitrogen in SMILES 2. Hydrogen bonds are formed when a hydrogen atom covalently bonded to an electronegative atom (such as oxygen or nitrogen in a carboxylic acid) interacts with a lone pair on another electronegative atom (such as a nitrogen in an amine).,"- In SMILES 1, the carboxylic acid group: CC(=O)O provides both a hydrogen donor (OH) and a hydrogen acceptor (O=C).
- In SMILES 2, there are tertiary amine groups which can provide lone pair electrons for hydrogen bonding, particularly the nitrogen atom in the secondary amine `CCCCN` segment.","Moderate - This hydrogen bonding can influence drug binding or disposition, which can affect the pharmacological profile under certain conditions."
Alprazolam,Fluorouracil,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,C1=C(C(=O)NC(=O)N1)F,Hydrogen Bonding,The interaction is possible between a hydrogen bond donor from the second molecule and a hydrogen bond acceptor from the first molecule.,"The second SMILES contains an amide group (NC(=O)N) which can act as both a hydrogen bond donor (NH) and a hydrogen bond acceptor (C=O). In the first SMILES, the nitrogen atoms in the pyrazole ring (CC1=NN=C2N1C) could serve as hydrogen bond acceptors.",Moderate - The presence of possible hydrogen bond interactions can impact binding affinity and solubility but may not drastically alter pharmacological activity without other present interactions.
